"GeneName","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample19","Sample20","Sample21","Sample22","Sample23","Sample24","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31","Sample32","Sample33","Sample34","Sample35","Sample36","Sample37","Sample38","Sample39","Sample40","Sample41","Sample42","Sample43","Sample44","Sample45","Sample46","Sample47","Sample48","Sample49","Sample50"
"Gene14",-1.16441706090128,-0.257350664122231,-0.179735441063986,0.828872547145356,-0.263048799092209,2.00598004522229,0.826871961602826,0.867678168640165,1.33774345621083,1.32720180652931,-0.593548571594406,-0.101346076659944,1.57619946163464,-1.16725910360998,1.00809154918481,-0.851113653570738,0.235403931382503,-0.358152547178961,0.752821476828834,0.145204244575437,-0.258297692326301,1.46089887099966,0.490564749586866,0.258881152063918,-0.300582806370442,1.37474916946023,-1.23158049809457,-0.842050150473846,-0.575138524044377,-0.434324051992254,0.345881689400354,-0.562780968235669,0.325382963388204,-1.53957758186426,0.561208946823198,-1.28506770136903,0.280320710722183,0.0563199787721591,-0.956528438182518,0.787144243107437,-1.28451386118813,1.13983764312916,-1.29280736474313,-1.002905757425,-1.3274245703572,-0.467628943084007,2.3041979150438,0.571887913884219,-0.663450003393212,-1.9087137644007
"Gene15",-0.247426216308355,0.0461961003351332,-0.537183598280808,0.937113368871893,0.352839815932659,1.4384574202876,1.29908094521132,1.10516478979443,0.316531894485124,0.995059143848775,-1.56875391610074,0.0100353846824246,1.2488965498685,-0.659713883211885,-0.0798907779310883,-0.228810140345225,-0.213272403797667,-0.553139427302134,1.0066722189926,-1.02763453497048,0.133827148824109,1.68851640275135,-0.165362000562591,0.487605130841121,0.924237915480886,0.825700531707675,0.904261807441249,0.0896474916722936,-0.360006955739886,-1.05954506787336,0.154962753118382,0.540659910595427,1.06166433654464,-0.691521677437148,-0.390984360208792,-0.80012569086902,1.35041966858148,0.056751446008705,-0.437185954317208,-0.358152356307943,-2.07657724002633,1.07991306591146,-1.81765508479268,-0.749959788980618,-1.7404352042928,-1.22157531749423,2.22608037473376,-0.525420624795813,-1.60666566872246,-1.16329772585374
"Gene16",0.405108342875638,0.231246442856803,0.795194525930417,-0.993803782451552,-0.145564681859724,-2.7571619118237,-0.614578119265042,-1.52741146291035,-0.179772834792912,-1.43619976354395,0.697625718470465,-0.023193605142849,-1.43284470856459,0.38922581669054,0.210787189952456,0.178509780255243,-0.425125560428819,1.3833935633905,0.0104427459137523,0.84026137149644,0.136626261104349,-1.54120204736248,-0.43876397635126,-1.12580266335492,-0.613928539221588,-0.75743421033228,0.0913202811934141,-0.114828185360794,-0.386572337403027,0.768109329476228,0.994678967009413,0.719106069674618,-0.56423872734151,1.58896767365606,-0.182816755371464,1.16518603091055,-0.13083066231471,1.25808299356181,0.718379699874122,-0.066578726258164,1.23731842498689,-2.26789509451772,1.40071838262499,0.842146559215759,0.636052065100225,0.321450242513664,-1.59252682706364,-0.209129291406386,0.971937521749692,1.53632847395938
"Gene17",0.0478365319629714,-0.0905290884436821,-0.231194989938711,0.19700405158853,-0.446747593360669,2.38475193851194,0.395164653165671,1.57749347903073,1.07847755409715,2.06723992851421,-0.0627385010352873,-0.351098640016223,1.16003323310864,-0.472649136287034,-0.518250698695667,-1.28918207539002,0.836227383489324,-0.74243963046056,0.810021616176875,-0.207243346459252,-0.661102982083787,1.15667362053916,0.470656053737608,0.564471928277203,0.696072177160082,1.29844271039972,-0.00451943445934085,0.387113597538775,-1.73074371836335,0.66405598701954,0.207204371304974,-0.583890744249651,0.387807453786361,-1.34506243432504,-0.0196288486829739,-1.80157378002504,-0.0854669475183771,-0.132965047324328,-0.478620145657047,-0.480042493374464,-1.65585521836999,1.36756147579057,-1.26678676445914,-0.81046351497267,-1.1017509293951,-0.341967944994971,1.53263096232293,0.498757735915864,-1.80893595223111,-1.06424784286536
"Gene18",-0.99368864541939,0.429138248813545,-1.0053684752267,0.330744813624378,-1.4318088595249,0.953641938060419,1.19686174027301,0.89294630674238,-1.08380189701069,2.29588499912095,-1.05659069202397,-0.500281145651141,1.95454169180821,-0.382657369258473,-0.384644316770641,-0.513053944885507,-0.812941754530763,0.585223989114,1.00053338134495,-0.561746422997396,-1.13745234819024,1.4998536430901,-0.0549312917389248,0.47404563203494,0.0653583414151809,0.0148538434231963,1.08907238321168,1.08487409765314,-0.357217058817876,0.746666315848204,0.309877167388754,-1.52631961088585,1.04062177407919,-1.48245229561075,-0.34013589641558,-0.693175463472304,-0.859643209671066,0.260618237427579,0.706464322181705,0.2423338276162,-1.21306098185646,1.3684607924924,-1.11893346766935,0.0246701200798831,-0.232037303814031,-0.99680554085078,2.0051726911188,0.284443271649551,-1.57319962192332,-0.544955955396221
"Gene19",-0.497257339305754,0.426003197481589,-1.47093988211586,-0.674535106885712,-0.40193613575595,1.74267190119241,1.048081195633,1.45254902990582,0.478088468570387,1.90689577096612,-0.396615365981501,0.0770829188603654,0.991303904701161,0.354770619377485,-0.24399191389192,-0.391341297918527,-0.621143222053915,0.605102012796922,0.245407038825083,-0.198021715274738,-0.244982369325899,1.76453189571831,0.30343842867251,-0.183602891850619,0.145482286643581,0.999307992755078,0.758970911685015,0.131918560618494,-0.39434710515928,-0.096221269076134,1.67211362480166,-0.478469655059762,-0.0325945141097239,-0.962660988473964,-0.398386832756777,-1.88506017328518,-0.8045687009277,-0.428522356469824,-0.68962964272857,0.079717575730132,-1.51748062338972,1.64363393609995,-2.81618135738333,0.664553599621878,-0.934972961734933,-0.549125929234314,1.73098168018857,-0.0567454949655706,-1.02820036907164,-0.825071336658726
"Gene20",-0.476671176155882,-0.100948682587451,1.97592102187824,-0.124684441552545,0.863098016152553,-1.47623348288123,-0.595242599481839,-1.04547240177345,-0.0393760184583244,-1.48749092991421,0.48209056236576,0.550173576949946,-1.89104218068385,0.708560037235627,1.07805863428115,-1.04841861337631,0.464082352016379,0.24033804530244,-0.631845334824663,-0.151621580536886,-0.0166730730607302,-1.5458264791331,0.535665958028816,0.150511583241928,-0.571362352122211,-0.861783179667409,-0.177757881953124,0.21814950817854,0.520129926183129,0.531382758401544,-1.68927702416586,-0.76888040273282,-0.372984299943938,1.02842622929418,-0.870466953162409,0.787664199779253,0.13515269331491,0.819667120308684,0.697736155361352,0.360387938418799,1.49472252657329,-0.508337410435066,1.09089363912696,-0.93050461903317,0.631372808442947,0.698813246539886,-2.53399761865252,0.100467378379084,2.03334046775104,1.72009235278257
"Gene21",-0.451970301539042,0.234312775981351,-1.14148044968785,0.202671277655508,-0.857052307153302,1.46700252278038,-0.0314985900884938,0.265207944842104,-0.0237521346453516,1.98070434597983,-1.03575445093959,-0.671744898907912,1.44111733150389,-0.239488371436368,0.57120355983739,-1.04065061202313,-0.430138623415283,-1.09924838916585,1.33985579803173,-0.213690125990799,-0.0917467627699316,2.25328142262553,0.72236696358466,-0.851780658153776,0.75701248103816,0.728110630637931,0.639076518438233,-0.230327499780533,-0.673082386160375,0.962262444339869,-0.577379513872309,0.0918342867690418,1.1755509710707,-1.45893588377292,0.620162452280678,-1.45364585458755,-0.00281807304529206,-0.371598454896926,-0.32275269727418,-0.699014653036605,-1.79918447089912,0.0343558281503441,-0.69506298956895,-1.13278077953345,-0.565794886827243,-0.902804109776642,2.44882096534255,1.82564494087583,-0.0787327609290344,-0.616643771887896
"Gene22",-0.156244094046923,0.518276966476569,-1.10425545339889,0.712564801862399,-0.241705258244663,1.56875401573619,0.0287259488523832,1.52283576788692,1.48073924018047,1.61759840135196,0.0158689913558084,0.0456650000078528,1.26351250975919,-0.111679998426141,0.136204510111526,-0.14013863898516,-1.12096538895703,0.879859604601291,0.198869517273007,0.3361096104585,0.207228595330597,2.22793128771674,-0.127944803803696,-0.582413361664386,0.125966041167379,0.363638054211539,-0.529172027618366,0.00309436387184462,-0.488172856781683,-0.558556743184307,-0.81280691693069,-0.525356358632638,1.45937938398222,-1.29740320348741,0.940202377106848,-1.07282664524793,0.536611784018016,-0.993523812749847,-1.07056789928522,-0.55673169856427,-0.813450628672855,1.09979345213992,-1.97655499162243,-0.300484484846762,-0.966123185893276,-1.24369836002472,2.41054525569777,-0.418064656268858,-0.92507352120693,-1.56606049261187
"Gene23",0.762410942585299,-1.49190199352309,0.114978392017938,-0.049041826870645,0.93314214996307,-1.16470059173108,-0.449146112144636,-0.856414220610347,-0.53019482997032,-2.0237182321359,-0.952269733223618,1.27937991464938,-0.904957596792195,0.235851153974421,1.4003351616879,-0.35255749963746,-0.841631452928267,0.349626629656014,-0.623427284005091,-0.367649275304741,0.29957668955983,-0.635168136376535,0.587918288511441,0.157792037636685,0.584449207641645,-1.11574462437416,-0.108189587770809,0.284826513828067,0.432196692913269,-0.250038199575942,0.195455015598206,0.569728890023996,-1.56867023648626,0.885771726695566,-0.573624103705528,0.325333446044527,-0.668927060141597,0.461737006047137,1.46700906248001,-0.0270090344944248,2.15990687307462,-1.06531004206726,1.3471558470099,0.522182717346208,0.712616473320172,0.501266132946015,-3.13846375638856,1.44894058878693,0.761836217848896,0.977331658411332
"Gene24",0.596614152174477,-0.644700077302976,-0.799322355131148,0.54633661293444,-0.668513241452041,2.57234735142899,0.865306535485615,0.778983676439537,1.13618614924956,2.01251751259707,-0.672784619551508,0.488883678317793,1.64210709984942,-0.992527812840146,-0.292538860641943,0.220754946957507,0.007650865043819,-0.779312357898553,1.1815811830933,-0.151616804604232,-0.0551658721792936,0.718278913158267,-0.605454015133245,0.255481594832258,-0.868583638397927,1.3870313403805,-0.462113979609291,-0.461947881854339,-0.788036630102465,0.537457070002775,0.661830424694959,-0.370417705679177,0.487007026511824,-1.39367420257601,0.982889745704111,-1.15322381356991,0.349664104274421,0.7509621688731,-0.803167715453371,-1.32347241394398,-1.28560765076909,1.33917513373217,-2.54524167087828,0.163026213277967,-0.63062070357619,-0.314433612494053,0.714370159292328,0.0124650273252951,-0.86833684866527,-1.47809420132708
"Gene25",0.775020458210755,1.0764637132431,-0.6666109559447,-0.309089440387617,-0.73957293033824,0.84634622182259,0.583812546545718,0.443357405865007,0.531836233964054,2.47337782328637,0.0731419553903259,-0.316108197805737,1.44428017966032,-0.340446841864844,0.219314323008545,0.0376191550999488,0.0141747279757474,-0.196536926770474,0.565247605605939,-0.791084328109906,-0.286940847286697,0.0837152947780437,-0.725211561966676,-0.246944682743254,0.360561303249157,0.95775636742729,0.380565926018131,0.517497402124187,-0.355727152542041,-1.00435898197279,1.11269502462239,-1.0359430392248,1.99385263094554,-1.10646586674771,0.843732828303109,-2.51344268498851,-0.239383610906948,-0.500421799630699,-0.929119938818869,0.261890627200555,-0.934547964126264,0.361741453373666,-1.35048442241317,-0.360153663238901,-1.08138097981291,-0.393960598604518,2.87362728731142,-0.179693781365151,-1.83963355522961,-0.388363742190884
"Gene26",-0.152065360338969,0.347896481488708,1.90611096723071,0.0680255671189894,0.556933764654502,-1.522302490244,-0.454449117458783,0.128999255264931,-0.248211174585655,-2.28994235410699,0.554994237394188,-1.0205054523968,-0.666063055252693,1.64394743461701,-0.0272611156077878,0.212122583480437,-0.0528720436634727,0.295017851767762,-0.472297205476034,-0.472199408164773,-0.345626364712125,-1.72756740877298,-0.503963192350895,0.224696918707275,-0.139156111896744,-1.92446934468714,-0.637763464230679,-0.421729149692446,0.841043411429206,0.95381494814187,-0.333573489893879,0.191862441133687,-0.602934333805273,1.07709938781734,-0.826459097637869,2.2487048955969,-0.310527669914421,-0.195216890930832,0.900682586177395,-0.328759651910003,1.49374565995577,-0.908170861459985,2.16109614013704,0.715544165093205,0.0383146916678868,0.255262492182324,-2.0535291128223,0.202430875923842,0.414585266781786,1.20468289825075
"Gene27",-1.05155357809644,0.168999529691191,-0.149234391055852,0.569869359280291,-0.77334744896359,2.9040896846205,-0.000276145041909771,0.99033083954089,0.737294111921766,1.24980485008379,0.0320571538589702,-0.177979678981477,1.91287230279249,-0.881378768068153,0.359813883145477,-0.712364800486036,0.355756942354265,-0.170197995536514,0.506462561484131,-0.0393096696132201,0.0581631025576556,1.26405836098069,1.02979479035111,0.56694395230139,-0.350032185749331,0.402071080754314,0.477708310022647,-0.558831428780259,-1.43924765900793,0.352227716179333,0.140858254959864,0.297849273286433,0.0602415534738345,-0.877199054214362,-0.80447917451936,-1.30273904046067,0.0233288140476493,-0.87105775099759,0.837583609458232,0.947552085202034,-1.84150356699833,1.30228952192654,-2.26414341437713,-0.773552207818354,-1.03620184738409,-1.59549637649782,1.65824729590404,-0.0664583277161928,-0.853269664054281,-0.616414765760664
"Gene28",0.480391673161838,0.712767580119684,-0.232862020279413,0.430331646465833,-0.612478138331005,1.8683518197621,0.48958984989308,0.516977113872196,-0.268796899106301,2.41073475107753,-0.179071594011934,0.26464670578421,2.14566326388356,-0.355911716687105,0.0342596169868542,0.265884636432729,-0.0268792712972742,-0.620754319642947,0.377031758549861,-0.299062257568709,-0.44545456543204,1.64120412418137,-0.323617340519694,-0.0290338093538719,0.127564410779283,-0.243598587972866,0.721390848924875,1.03314445769564,-1.43898008574234,-0.973284996170776,0.649911347875064,-1.21929028230967,0.700737324159223,-1.75398362280716,0.397867505763935,-1.17746156085084,-0.0371229317762802,-0.128576790081071,-0.397651506822711,-0.231594314454901,-2.50988326540933,1.64997315753504,-1.32093492732404,-1.01746577240284,-0.519891339220891,-0.98879700939243,1.33557837509448,0.649578179944736,-1.42912603228467,-0.122015190690016
"Gene29",-0.617112958182605,0.293627120378414,-0.69725303343613,-0.443090351002825,-1.03429043985823,1.98198397199111,0.0523017305010403,1.26303202135664,0.879632360312549,1.77720414995061,-0.673452034238828,-0.054070908239326,1.32657486456718,-0.524964349932104,0.885678635695892,-0.754605908190724,-0.664230244840383,0.177879837321226,0.996331819630335,-0.505517691657189,-0.276106045407632,-0.172196589035547,-0.475745062455283,0.15006418701574,-0.454785852166389,0.4815834331059,-0.14841619614671,0.796326400656061,0.178407346116028,-0.134253791460704,0.222765146876868,-0.251409423976373,2.09586454349692,-1.85168812841179,0.73829106446205,-1.99058897939224,-0.0565094217897897,0.57801021886772,-0.421358594356627,0.320772046889439,-1.55102770201815,1.01467261871608,-2.33436264538783,-0.162763625156421,-0.465224521253835,-0.735603654195206,2.0236552933945,0.424638044214577,-1.72728236353696,0.518613660208948
"Gene30",0.212143731830342,-1.51044140471011,1.13328075612557,-0.994402942010552,0.0595099471511664,-1.81219737947478,-1.70646631677953,-0.855805239960777,-0.829885339914521,-1.67476413942187,0.249724082961795,-0.0174627566804757,-0.878142513839222,0.459043144705874,0.628060411463624,1.08296598309699,1.18056597091309,0.394863805289232,-2.06099255453993,-0.0843473556781541,-0.58095133623158,-0.85917716366641,-0.133213664821461,0.320122411742181,-0.642030015565558,-1.07491187583722,0.399143811066801,0.542817324168679,0.994273769646645,-0.155776727821057,0.0314537218255361,0.700107899908651,-0.0414445336391272,1.30581271154358,-0.581194235946262,1.08283678024306,0.10057418030725,1.09624331089711,0.337920761704028,-0.391727136899634,1.92444465854089,-1.65965494477707,1.44604366252313,-0.364488601019245,0.613811618332468,1.31158781437512,-1.04355058176346,-0.33576619703106,0.809353497748571,1.87208918991767
