"GeneName","truemodule","SignalGeneIndicator","p.Weighted","q.Weighted","Cor.Weighted","Z.Weighted","p.Standard","q.Standard","Cor.Standard","Z.Standard"
"Gene52","turquoise",0,0.988023967712038,0.999981955022431,-0.00217785949237174,-0.0150886889535473,0.948827168646185,0.997906536761553,0.00931170450895057,0.0645161783481787
"Gene53","turquoise",0,0.90990539137532,0.999981955022431,0.0164171073035231,0.113756386776127,0.853050561111449,0.996962345947713,0.0268700329903878,0.186228289789724
"Gene54","turquoise",0,0.949106408817443,0.999981955022431,-0.00926082529177094,-0.0641636311895239,0.941831146748843,0.997010540963243,0.0105867991725777,0.0733516069765884
"Gene55","turquoise",0,0.933752754425324,0.999981955022431,-0.0120601585741505,-0.0835613067004848,0.960731079844604,0.997906536761553,-0.00714364651169635,-0.0494938977329044
"Gene56","turquoise",0,0.9719460989669,0.999981955022431,0.00510247690707808,0.0353514571853966,0.522437222135866,0.991063703624336,-0.0925995584755107,-0.644316912462198
"Gene57","turquoise",0,0.945302326490939,0.999981955022431,-0.00995404906378587,-0.0689670916990538,0.974274240111807,0.998818116694308,0.00467888321531571,0.0324166086397318
"Gene58","turquoise",0,0.984780207854865,0.999981955022431,-0.00276780401299622,-0.0191759821548483,0.951105056604631,0.997906536761553,-0.00889669162797239,-0.061640527182398
"Gene59","turquoise",0,0.672892750762114,0.999981955022431,0.0611972778909398,0.424783354026409,0.26962503331978,0.991063703624336,0.159146485788175,1.11683325884752
"Gene60","turquoise",0,0.87559451629541,0.999981955022431,-0.0227120168959123,-0.157394068801468,0.352135429488802,0.991063703624336,-0.134387055819353,-0.939583877247783
"Gene61","turquoise",0,0.984153711487555,0.999981955022431,-0.00288175009035924,-0.0199654331863518,0.702632167920831,0.991063703624336,0.0553489060908631,0.384057201099124
"Gene62","turquoise",0,0.777948970389883,0.999981955022431,0.0408975472925524,0.283583780960915,0.301075582136357,0.991063703624336,0.149201150029244,1.04539716084802
"Gene63","turquoise",0,0.92637668502054,0.999981955022431,-0.0134064754329494,-0.09289113460455,0.470436421639633,0.991063703624336,-0.104435413395401,-0.727528131692662
"Gene64","turquoise",0,0.989193152094408,0.999981955022431,-0.00196522828034111,-0.0136155272125284,0.796857682874663,0.991063703624336,0.0373357550916964,0.258850175162023
"Gene65","turquoise",0,0.978335853589948,0.999981955022431,0.00393998323028481,0.0272972164178436,0.627866171362909,0.991063703624336,0.0702433904452646,0.487865569963743
"Gene66","turquoise",0,0.105883350223461,0.831544635262782,0.231412092091353,1.64800371589117,0.110371263780483,0.910291403876946,0.228563877752517,1.62659471867861
"Gene67","turquoise",0,0.923741828010514,0.999981955022431,-0.0138876679416432,-0.0962258657542154,0.89412803831264,0.996962345947713,-0.01930731878358,-0.133789967302927
"Gene68","turquoise",0,0.334647110872325,0.999981955022431,0.139299258050177,0.974595554320604,0.130163308580443,0.950054235232072,0.216964312860797,1.53985286254752
"Gene69","turquoise",0,0.887798684244585,0.999981955022431,-0.0204688029457005,-0.141841743653240,0.518767320612112,0.991063703624336,-0.0934145211676785,-0.65003720278829
"Gene70","turquoise",0,0.903585575794186,0.999981955022431,0.0175739978552279,0.121775034991349,0.941472245568386,0.997010540963243,0.0106522330318556,0.0738050227502364
"Gene71","turquoise",0,0.833216323427085,0.999981955022431,0.0305459279364954,0.211727196076347,0.96629487083848,0.99845053972722,0.00613087188276161,0.0424767246889130
"Gene72","turquoise",0,0.908046252177157,0.999981955022431,0.0167573288049430,0.116114483643804,0.520226182496957,0.991063703624336,0.0930902131907087,0.647760701132515
"Gene73","turquoise",0,0.889592068280278,0.999981955022431,0.0201395775586884,0.139559391994020,0.917604752001335,0.997010540963243,-0.0150090382928811,-0.103997382052948
"Gene74","turquoise",0,0.943027121567237,0.999981955022431,-0.0103687673682925,-0.0718407895284405,0.874573693171476,0.996962345947713,0.0228998829270118,0.158696658956489
"Gene75","turquoise",0,0.960237062390538,0.999981955022431,0.00723358790312207,0.0501170782769416,0.652809041898469,0.991063703624336,0.0652016351868065,0.45269346167078
"Gene76","turquoise",0,0.90033151248152,0.999981955022431,-0.0181700968938298,-0.125906909945603,0.974498380682614,0.998818116694308,-0.00463810404776423,-0.0321340730821701
"Gene77","turquoise",0,0.449164233955956,0.999981955022431,0.109475624939483,0.763055739668463,0.235139119268237,0.991063703624336,0.170983725626969,1.20231547453079
"Gene78","turquoise",0,0.889798995196281,0.999981955022431,0.0201015968777233,0.139296094244192,0.401711777500231,0.991063703624336,0.121219192309971,0.846070321934667
"Gene79","turquoise",0,0.99398372910254,0.999981955022431,0.00109403817190617,0.0075797233328058,0.715382249109207,0.991063703624336,0.0528685951843656,0.366797346135067
"Gene80","turquoise",0,0.99830021144996,0.999981955022431,0.000309098092019967,0.00214149450190567,0.933937654172687,0.997010540963243,0.0120264231394486,0.0833275298938375
"Gene81","turquoise",0,0.95884531253345,0.999981955022431,-0.00748698608243769,-0.051872815046049,0.86112013432744,0.996962345947713,-0.0253793917259317,-0.175890239503719
"Gene82","turquoise",0,0.938352934488496,0.999981955022431,-0.0112210268790232,-0.0777464494082014,0.82651462633525,0.996962345947713,-0.0317921517337384,-0.220373886946716
"Gene83","turquoise",0,0.981067070347987,0.999981955022431,0.0034431694816483,0.0238551193317435,0.907770938371685,0.997010540963243,-0.0168077186314897,-0.116463742147190
"Gene84","turquoise",0,0.887737444551067,0.999981955022431,0.0204800469837792,0.141919693644239,0.43380970626026,0.991063703624336,0.113195544470047,0.789314877112371
"Gene85","turquoise",0,0.767627918811718,0.999981955022431,0.0428517001066197,0.297158243581212,0.285853734934948,0.991063703624336,0.153925044224404,1.07928635427567
"Gene86","turquoise",0,0.932526516679816,0.999981955022431,-0.0122839048720497,-0.0851118111015732,0.669323699723227,0.991063703624336,-0.0619054996771643,-0.429718075562886
"Gene87","turquoise",0,0.610215809760999,0.999981955022431,0.073861280237711,0.513127555340557,0.235540215727095,0.991063703624336,0.170839488798306,1.20127073178176
"Gene88","turquoise",0,0.928151634907798,0.999981955022431,-0.0130824048385239,-0.090645316735956,0.730848290880592,0.991063703624336,-0.049879875295427,-0.346008616269549
"Gene89","turquoise",0,0.953460496070516,0.999981955022431,-0.00846762356702484,-0.0586675202371553,0.887050908567292,0.996962345947713,0.0206061079863835,0.142793623054018
"Gene90","turquoise",0,0.99117061756105,0.999981955022431,0.00160560983121678,0.0111240055579557,0.67659246365038,0.991063703624336,-0.0604646211298534,-0.41967905299837
"Gene91","turquoise",0,0.967189554921915,0.999981955022431,-0.00596804114332644,-0.0413485383002618,0.650035945219816,0.991063703624336,-0.065758290712874,-0.456575021673395
"Gene92","turquoise",0,0.893855536628587,0.999981955022431,0.0193572996963349,0.134136439440886,0.684174428489989,0.991063703624336,0.0589678054007642,0.409253087311026
"Gene93","turquoise",0,0.735813579856412,0.999981955022431,-0.0489247626314784,-0.339367101889695,0.282555713685475,0.991063703624336,-0.154970041152869,-1.08679330493290
"Gene94","turquoise",0,0.73922126658117,0.999981955022431,-0.0482704583636666,-0.334817842051291,0.35563600498663,0.991063703624336,-0.133421963775950,-0.932713572203858
"Gene95","turquoise",0,0.673822655758736,0.999981955022431,0.0610129861099584,0.423499358480150,0.237163158732348,0.991063703624336,0.170257579922486,1.19705663005245
"Gene96","turquoise",0,0.962459504866663,0.999981955022431,-0.00682898814497869,-0.047313720977977,0.545612192106868,0.991063703624336,-0.0875170465416826,-0.608671343056556
"Gene97","turquoise",0,0.917831291296983,0.999981955022431,0.0149676298513436,0.103710399253801,0.453885454981541,0.991063703624336,0.108345967691134,0.755087897993377
"Gene98","turquoise",0,0.94624834616335,0.999981955022431,-0.00978163448077724,-0.0677723939286227,0.725453423746108,0.991063703624336,-0.0509200061132279,-0.353242399826809
"Gene99","turquoise",0,0.267198127504466,0.999981955022431,0.159945048049822,1.12258403543273,0.114851575047643,0.912544462972136,0.225807523827067,1.60591817226540
"Gene100","turquoise",0,0.91225530399749,0.999981955022431,0.0159871993621313,0.110776723910007,0.507868345038022,0.991063703624336,0.0958520332664372,0.667154215658644
"Gene101","turquoise",0,0.99947900861124,0.999981955022431,-9.47396294347365e-05,-0.000656375409630526,0.548298202645293,0.991063703624336,0.086934812220532,0.60459102707379
"Gene102","turquoise",0,0.957163937590713,0.999981955022431,-0.00779314634612532,-0.0539941413307324,0.608976874661551,0.991063703624336,0.074116892873441,0.514913133975946
"Gene103","turquoise",0,0.94799694462755,0.999981955022431,0.0094629828282461,0.0655644038464787,0.61668928630337,0.991063703624336,0.07252929613589,0.503824635605151
"Gene104","turquoise",0,0.972367516489986,0.999981955022431,-0.00502579906677952,-0.034820197087649,0.603114277076356,0.991063703624336,-0.0753295032575348,-0.52338520403345
"Gene105","turquoise",0,0.0495490752105168,0.493844603427077,0.279239183482257,2.01477019243984,0.0598538835650013,0.864354159918766,0.268023347413654,1.92744061480073
"Gene106","turquoise",0,0.964692335650108,0.999981955022431,0.00642254895249936,0.0444976421533981,0.663137815474487,0.991063703624336,0.0631364067430819,0.438296299079074
"Gene107","turquoise",0,0.821388655200902,0.999981955022431,0.0327468913340902,0.226998863094264,0.344923694150727,0.991063703624336,0.136394024735382,0.953879847206528
"Gene108","turquoise",0,0.92474230839018,0.999981955022431,0.0137049374031092,0.0949595099053916,0.481358596983742,0.991063703624336,0.101895060403067,0.709643271201664
"Gene109","turquoise",0,0.512417956984863,0.999981955022431,0.0948313534794261,0.659985210363146,0.2919222679351,0.991063703624336,0.152022607423759,1.06562931168836
"Gene110","turquoise",0,0.973469236719162,0.999981955022431,0.00482534502977292,0.0334313602318701,0.720199567664198,0.991063703624336,0.0519353973907981,0.360305239128445
"Gene111","turquoise",0,0.981827846183766,0.999981955022431,-0.00330479004994565,-0.0228963821327475,0.942061121906437,0.997010540963243,0.010544871842162,0.0730610772611132
"Gene112","turquoise",0,0.97500055746188,0.999981955022431,-0.00454674145632301,-0.0315010744552250,0.734335970514667,0.991063703624336,0.0492087756446784,0.341341929228013
"Gene113","turquoise",0,0.994942460787502,0.999981955022431,0.000919693636737023,0.00637182711966745,0.637685777616704,0.991063703624336,-0.0682490030190981,-0.473948059137487
"Gene114","turquoise",0,0.86312116644409,0.999981955022431,-0.0250101609180904,-0.173329695710787,0.42020367832861,0.991063703624336,-0.116553907996721,-0.813050616629489
"Gene115","turquoise",0,0.926684615445408,0.999981955022431,-0.0133502488531214,-0.0925014808263998,0.460247147175154,0.991063703624336,0.106833886582818,0.744427322562853
"Gene116","turquoise",0,0.476729137660517,0.999981955022431,0.102968036417378,0.717195617239344,0.287696993337522,0.991063703624336,0.153344432570818,1.07511701577814
"Gene117","turquoise",0,0.950571297389967,0.999981955022431,-0.00899393182269137,-0.0623143078852262,0.826287594461774,0.996962345947713,-0.0318344091117008,-0.220667099670853
"Gene118","turquoise",0,0.894612622824099,0.999981955022431,-0.0192184441649655,-0.133173883009288,0.946868158412515,0.997906536761553,0.00966867932945129,0.0669897066474155
"Gene119","turquoise",0,0.977068320908062,0.999981955022431,-0.00417056479718392,-0.028894771793222,0.977786980228634,0.998818116694308,-0.00403982960125981,-0.0279889888874157
"Gene120","turquoise",0,0.702200968019359,0.999981955022431,0.0554330599507162,0.384642929739237,0.316855568144942,0.991063703624336,0.14446397212553,1.01148618676903
"Gene121","turquoise",0,0.877291977974362,0.999981955022431,-0.0223997079565693,-0.155228676662946,0.901180911793885,0.996962345947713,-0.0180144705196460,-0.124828169179839
"Gene122","turquoise",0,0.979842093735905,0.999981955022431,0.00366598998672505,0.0253988943427586,0.544972672703227,0.991063703624336,0.0876558748497246,0.609644348746995
"Gene123","turquoise",0,0.960815723519012,0.999981955022431,0.00712823645371686,0.0493871255640086,0.855126708936012,0.996962345947713,-0.0264862627673106,-0.183566610577258
"Gene124","turquoise",0,0.990249088213801,0.999981955022431,0.00177319624570761,0.0122850832709716,0.89838210087816,0.996962345947713,-0.0185273436548454,-0.128383238622502
"Gene125","turquoise",0,0.894592341631088,0.999981955022431,-0.0192221636716197,-0.133199666793557,0.79228979635741,0.991063703624336,0.0381941221667412,0.264809862183964
"Gene126","turquoise",0,0.761373039817296,0.999981955022431,-0.0440396359428887,-0.30541186330073,0.289731093429254,0.991063703624336,-0.152706520755410,-1.07053752261960
"Gene127","turquoise",0,0.764191635695566,0.999981955022431,-0.0435039741203895,-0.301689997843332,0.678145730724773,0.991063703624336,0.0601574736635281,0.417539409345034
"Gene128","turquoise",0,0.909957696173968,0.999981955022431,-0.0164075368256649,-0.113690053760698,0.93571963808427,0.997010540963243,-0.0117013276027388,-0.0810747263048556
"Gene129","turquoise",0,0.768247626247497,0.999981955022431,-0.0427341572119693,-0.296341640456576,0.79645565233449,0.991063703624336,0.0374112507567745,0.25937432226578
"Gene130","turquoise",0,0.498693262829205,0.999981955022431,-0.0979246748504412,-0.681718504061188,0.186033785482556,0.985683349914808,-0.190113768821676,-1.34161511472972
"Gene131","turquoise",0,0.796332910579488,0.999981955022431,-0.0374343018835602,-0.259534361232376,0.967626980502893,0.998818116694308,-0.00588843321158272,-0.0407969692937094
"Gene132","turquoise",0,0.000628834234132514,0.0128333517169901,0.466996027202906,3.65893009942112,0.0185437918781504,0.715635889324896,0.331882805449884,2.43750794947452
"Gene133","turquoise",0,0.98466679934132,0.999981955022431,0.00278843043306771,0.0193188878394263,0.99393654181867,0.998818116694308,-0.00110261917653589,-0.00763917438437697
"Gene134","turquoise",0,0.492237361463037,0.999981955022431,-0.099394831130766,-0.692054593954843,0.200195529414797,0.985683349914808,-0.184264734819681,-1.29886444252146
"Gene135","turquoise",0,0.943179305609367,0.999981955022431,-0.0103410251416846,-0.0716485548270257,0.787738698017888,0.991063703624336,-0.0390506256878801,-0.270757195577770
"Gene136","turquoise",0,0.872042633660751,0.999981955022431,0.0233658447723628,0.161927530460995,0.527055842943165,0.991063703624336,0.0915779526457322,0.637148020337814
"Gene137","turquoise",0,5.38656732551601e-08,2.44843969341637e-06,-0.680617613049696,-6.43626424116889,0.00390154212770333,0.530511096559079,-0.401005208160616,-3.03276831296709
"Gene138","turquoise",0,0.875108746041432,0.999981955022431,-0.0228014104566679,-0.158013886972151,0.567653400031617,0.991063703624336,-0.0827786301073298,-0.575482250755925
"Gene139","turquoise",0,0.980289462637531,0.999981955022431,-0.00358461364074356,-0.0248350913642956,0.927562379148146,0.997010540963243,0.0131899841498908,0.091390841032301
"Gene140","turquoise",0,0.918179053456746,0.999981955022431,0.0149040657408406,0.103269866775403,0.826816584558735,0.996962345947713,-0.0317359523852236,-0.219983936423732
"Gene141","turquoise",0,0.807609693957865,0.999981955022431,-0.0353202443152894,-0.244858611389018,0.369498713833254,0.991063703624336,-0.129655835089154,-0.905928869019119
"Gene142","turquoise",0,0.891121680791735,0.999981955022431,-0.0198588541726888,-0.137613315867755,0.996844921238274,0.998818116694308,-0.000573736405158614,-0.0039749630697728
"Gene143","turquoise",0,0.835723821649852,0.999981955022431,-0.0300802082051061,-0.208496142628427,0.399947367064097,0.991063703624336,-0.121670758323266,-0.849269375219669
"Gene144","turquoise",0,0.936664235178116,0.999981955022431,0.0115290235725631,0.0798807273423927,0.817768004555661,0.996962345947713,0.0334220838548516,0.231684425367875
"Gene145","turquoise",0,0.83159866310941,0.999981955022431,-0.0308465389977865,-0.213812837752563,0.615950126277188,0.991063703624336,-0.0726810832222399,-0.504884617901214
"Gene146","turquoise",0,0.623122748977164,0.999981955022431,0.0712114150723278,0.494622882479107,0.269450613141705,0.991063703624336,0.159203718174849,1.11724533792488
"Gene147","turquoise",0,0.967061911392523,0.999981955022431,-0.00599127156425209,-0.0415094920101546,0.858660895048682,0.996962345947713,-0.0258333894956503,-0.179038724524298
"Gene148","turquoise",0,0.172978797046330,0.999981955022431,-0.195795153116758,-1.38328229358917,0.108524775652083,0.910291403876946,-0.229724788986888,-1.63531550815154
"Gene149","turquoise",0,0.538590767293631,0.999981955022431,0.0890456013218553,0.61938650447599,0.192783106716287,0.985683349914808,0.187288078770691,1.32094393318880
"Gene150","turquoise",0,0.416748892183485,0.999981955022431,0.117416426076784,0.81915112128107,0.164460132130034,0.980185532558,0.199671730513433,1.41179587712584
"Gene151","turquoise",0,0.83765731311697,0.999981955022431,-0.0297213044692401,-0.206006246155004,0.584507906949907,0.991063703624336,-0.0792127235989831,-0.550531764047839
"Gene152","turquoise",0,0.922266887928823,0.999981955022431,-0.0141570941266792,-0.0980930558200357,0.935566764184024,0.997010540963243,0.0117292148393938,0.0812679745308625
"Gene153","turquoise",0,0.862998673161365,0.999981955022431,0.0250327588681645,0.173486406046733,0.459207293764307,0.991063703624336,0.107080264408909,0.746163993631408
"Gene154","turquoise",0,0.984554155715602,0.999981955022431,-0.00280891779152207,-0.0194608300901142,0.760771566286,0.991063703624336,0.0441540185568004,0.30620664638945
"Gene155","turquoise",0,0.648005618339678,0.999981955022431,-0.0661664441898398,-0.459421348446258,0.694524405655539,0.991063703624336,0.0569342995045767,0.395093267780303
"Gene156","turquoise",0,0.607399835601509,0.999981955022431,-0.0744425863652863,-0.517188409389663,0.22589862357944,0.991063703624336,-0.174354536131441,-1.22675392174361
"Gene157","turquoise",0,0.900329291718515,0.999981955022431,0.0181705038070096,0.125909730519555,0.428804185135398,0.991063703624336,0.114424050940490,0.797994306780467
"Gene158","turquoise",0,0.760797456730327,0.999981955022431,-0.0441490944061880,-0.306172430874512,0.40286102441625,0.991063703624336,-0.120925684931318,-0.843991297904474
"Gene159","turquoise",0,0.958665121779256,0.999981955022431,-0.00751979530979844,-0.0521001432389562,0.828789588286747,0.996962345947713,-0.0313688574109322,-0.217436825059446
"Gene160","turquoise",0,0.94542046473889,0.999981955022431,0.00993251731716616,0.0688178932564835,0.643634798682615,0.991063703624336,0.067046839552961,0.46556172385181
"Gene161","turquoise",0,0.983932579426123,0.999981955022431,-0.00292196961527546,-0.0202440857485577,0.720458773768127,0.991063703624336,0.0518852441241863,0.359956357869253
"Gene162","turquoise",0,0.235964560480219,0.999981955022431,-0.170687074843178,-1.20016684654043,0.110129193117544,0.910291403876946,-0.228715220105815,-1.62773118956530
"Gene163","turquoise",0,0.97074783778346,0.999981955022431,0.00532051076165496,0.0368621015924464,0.789430450640574,0.991063703624336,0.0387320901605261,0.268545300215291
"Gene164","turquoise",0,0.925600313619463,0.999981955022431,-0.0135482457042320,-0.0938736155319667,0.72471902958274,0.991063703624336,-0.0510617928764319,-0.354228571012873
"Gene165","turquoise",0,0.964651003982857,0.999981955022431,-0.00643007204757969,-0.0445497669139332,0.969476532741257,0.998818116694308,-0.00555184830201697,-0.0384649261471873
"Gene166","turquoise",0,0.802020166767072,0.999981955022431,0.0363671765805189,0.252125972741905,0.356875187232696,0.991063703624336,0.133081719361095,0.930292082710505
"Gene167","turquoise",0,0.965680173125516,0.999981955022431,-0.0062427499765931,-0.0432518833664727,0.97889737857153,0.998818116694308,0.00383783725362605,0.0265895122769586
"Gene168","turquoise",0,0.942348806156232,0.999981955022431,0.0104924246269695,0.0726976519818126,0.667373580765542,0.991063703624336,0.062293075519688,0.432418887546362
"Gene169","turquoise",0,0.752214366946937,0.999981955022431,-0.0457842706356216,-0.317535715399143,0.472942086521469,0.991063703624336,-0.103849880693615,-0.723404539364859
"Gene170","turquoise",0,0.96885128962176,0.999981955022431,0.00566562786723939,0.0392532512981153,0.72612529038957,0.991063703624336,-0.0507903326500665,-0.352340499173225
